,S15_PM10,S15_SO2,S15_NO2,S15_NOX,S15_NO,S15_O3,OUT
495,21.56,5.13,38.25,52.28,14.03,10.48,1
496,15.93,4.97,34.31,55.29,20.98,12.28,1
497,12.07,4.18,30.58,39.77,9.19,10.99,1
498,8.45,4.06,33.04,41.82,8.78,10.56,1
499,5.92,4.06,44.69,59.48,14.79,9.06,2
500,4.95,3.42,54.83,72.58,17.74,6.42,3
501,58.45,15.93,71.95,114.61,42.66,6.32,3
502,68.71,11.09,29.37,44.3,14.93,10.54,3
503,62.66,9.52,24.97,36.82,11.84,13.08,1
504,24.64,3.5,16.37,23.01,6.64,19.59,1
505,20.2,4.13,16.85,22.45,5.6,18.6,1
506,20.72,7.4,43.46,49.44,5.99,13.8,1
507,14.55,7.85,43.3,48.72,5.43,10.56,1
508,22.25,7.18,43.1,49.65,6.55,9.42,2
509,27.92,5.74,39.13,44.69,5.56,9.86,1
510,21.62,5.95,36.51,41.49,4.98,10.44,2
511,26.34,5.32,30.07,34.29,4.22,11.2,1
512,21.72,5.61,20.29,23.78,3.49,12.83,1
513,15.18,6.4,31.22,35.26,4.04,10.23,1
514,11.77,5.39,24.95,28.57,3.62,10.66,1
515,9.04,5.34,25.63,29.97,4.34,10.36,1
516,7.79,6.11,29.33,32.99,3.66,8.91,1
517,12.96,5.09,29.84,33.65,3.82,8.18,1
518,9.52,4.95,31.54,36.15,4.61,8.01,1
519,6.67,4.95,42.06,50.76,8.7,6.58,1
520,5.71,5.66,43.92,58.44,14.52,7.22,1
521,18.98,4.28,16.94,24.4,7.46,16.45,1
522,22.87,3.68,16.93,23.74,6.82,16.49,1
523,22.96,3.47,22.34,32.11,9.77,16.7,1
524,23.52,3.06,23.22,31.21,7.99,17.03,1
525,24.97,3.61,30.69,39.89,9.19,15.62,2
526,22.6,7.81,59.75,68.3,8.55,10.75,3
527,21.4,16.07,113.93,156.25,42.32,2.61,3
528,53.08,24.96,104.45,148.02,43.56,1.51,3
529,57.03,7.06,35.01,40.64,5.63,10.57,2
530,37.62,6.15,62.16,73.08,10.92,7.35,2
531,37.22,5.72,71.24,83.06,11.83,6.11,2
532,36.63,4.7,74.0,92.41,18.42,7.42,2
533,34.62,5.05,68.78,81.21,12.42,6.87,2
534,34.5,4.48,38.21,43.84,5.64,11.55,2
535,27.85,3.9,35.27,42.28,7.01,11.5,1
536,21.11,3.65,29.11,34.2,5.09,10.76,2
537,17.91,3.36,57.35,77.4,20.05,7.14,2
538,21.16,3.16,88.96,129.75,40.78,2.95,4
539,26.88,4.66,212.61,423.15,210.54,0.79,4
540,39.51,6.15,244.44,510.84,266.4,0.93,3
541,72.32,10.05,125.21,232.19,106.98,4.16,3
542,77.96,8.62,26.26,36.12,9.86,10.28,3
543,71.31,8.38,25.95,41.95,16.0,14.64,3
544,87.22,11.23,118.3,206.24,87.94,3.19,3
545,72.99,6.77,33.06,44.53,11.47,10.92,3
546,60.48,4.67,14.98,22.43,7.44,14.32,2
547,44.46,4.04,19.6,27.3,7.7,14.36,2
548,33.78,4.31,28.81,38.79,9.98,12.5,2
549,43.74,4.96,51.4,66.79,15.39,8.61,3
550,50.61,6.95,134.6,234.82,100.21,1.82,3
551,70.36,18.64,165.1,317.74,152.64,1.2,4
552,125.98,29.14,131.82,242.4,110.58,1.62,4
553,129.03,17.34,94.95,140.4,45.45,1.14,4
554,107.38,12.51,86.04,123.91,37.87,1.0,2
555,47.55,3.92,41.75,52.58,10.84,6.44,2
556,34.12,4.87,94.7,131.65,36.94,1.56,2
557,39.01,5.5,45.68,56.32,10.64,6.74,2
558,39.03,6.13,29.84,37.27,7.43,9.5,2
559,43.6,7.15,24.83,33.23,8.41,9.92,2
560,43.55,4.1,14.15,20.86,6.71,13.44,2
561,46.81,4.06,15.14,22.11,6.97,14.9,3
562,50.27,4.2,17.08,23.9,6.82,15.65,2
563,47.2,3.65,18.83,25.97,7.13,15.66,2
564,46.42,3.63,26.48,34.58,8.09,13.95,2
565,47.91,6.14,81.95,109.82,27.86,4.96,3
566,51.99,11.14,146.07,266.41,120.34,0.92,3
567,88.44,14.84,131.34,256.73,125.39,0.94,4
568,110.54,14.26,144.86,290.23,145.37,1.09,4
569,116.42,11.83,141.21,269.01,127.8,0.51,4
570,116.05,9.04,192.4,422.25,229.84,0.52,4
571,140.77,7.89,127.83,259.51,131.68,0.75,2
572,17.54,3.99,67.98,80.43,12.45,9.81,2
573,20.15,4.81,86.42,105.98,19.56,5.56,2
574,32.46,4.08,87.35,111.44,24.09,4.06,2
575,34.62,4.2,60.72,69.26,8.54,7.11,2
576,28.88,4.09,78.69,100.62,21.93,4.25,2
577,33.08,3.62,93.1,126.86,33.76,1.56,2
578,41.84,3.52,89.7,120.83,31.14,1.98,2
579,32.66,4.21,74.52,95.53,21.01,1.56,2
580,30.76,4.3,83.44,116.32,32.89,2.37,2
581,29.04,3.51,75.24,104.55,29.31,1.38,2
582,26.46,3.12,58.94,72.8,13.86,3.47,2
583,21.83,3.46,65.02,91.6,26.58,2.88,2
584,24.94,3.61,77.72,113.1,35.38,1.36,3
585,24.68,4.62,131.28,261.79,130.52,0.55,3
586,29.99,8.28,102.16,178.73,76.57,1.86,3
587,53.25,9.56,53.9,77.42,23.52,7.11,2
588,47.03,7.16,18.75,27.64,8.88,13.3,2
589,39.83,5.35,14.24,21.03,6.79,16.6,2
590,27.72,3.36,13.47,19.24,5.77,19.15,2
591,29.94,3.45,15.18,22.08,6.91,18.51,1
592,16.12,3.38,16.15,22.04,5.89,22.86,1
593,20.11,3.51,20.62,26.87,6.25,22.0,1
594,16.36,4.55,47.61,56.58,8.97,17.7,2
595,42.6,5.72,87.78,128.67,40.89,11.22,2
596,30.44,3.66,17.6,22.4,4.79,16.32,2
597,25.08,3.46,13.24,16.93,3.69,17.66,1
598,17.99,3.39,11.97,15.11,3.14,17.74,1
599,20.71,3.28,12.07,15.36,3.29,18.16,1
600,14.55,3.34,17.94,25.8,7.85,18.05,1
601,16.88,3.37,13.5,17.92,4.42,19.21,1
602,12.24,3.43,17.84,23.27,5.43,18.92,1
603,14.63,3.42,17.74,24.08,6.34,19.15,1
604,16.77,3.67,21.74,29.08,7.34,19.16,1
605,18.81,3.54,17.08,22.53,5.46,19.83,2
606,27.75,3.82,17.37,24.03,6.66,20.68,2
607,45.57,3.54,16.46,22.94,6.47,21.18,3
608,55.24,4.24,16.57,23.26,6.69,23.37,3
609,56.78,3.47,15.62,21.23,5.61,23.16,3
610,81.64,3.12,14.77,20.43,5.66,22.47,4
611,92.11,2.98,13.78,19.15,5.37,22.78,3
612,85.81,2.91,15.08,21.28,6.2,22.77,3
613,83.6,2.61,14.76,20.57,5.81,22.42,3
614,87.66,2.66,12.31,18.39,6.08,21.46,1
615,3.03,1.34,14.99,18.61,3.62,34.99,1
616,3.89,1.28,16.01,20.56,4.55,35.22,1
617,5.84,1.44,21.27,26.11,4.84,33.32,1
618,5.24,1.36,28.07,32.4,4.33,28.96,1
619,11.19,1.57,49.54,54.01,4.46,16.73,1
620,10.09,2.05,38.58,42.02,3.44,19.47,1
621,11.19,1.72,28.88,30.84,1.96,23.37,1
622,8.06,1.82,22.62,23.65,1.04,26.99,1
623,4.19,1.38,16.89,17.8,0.9,29.77,1
624,3.79,1.12,12.46,13.43,0.96,34.23,1
625,3.16,1.16,10.49,11.12,0.63,34.28,1
626,2.38,1.0,20.13,21.49,1.36,27.62,1
627,2.48,1.37,38.77,45.01,6.24,15.9,2
628,2.87,2.32,93.88,159.13,65.25,6.6,2
629,10.42,4.15,58.59,94.76,36.17,16.35,2
630,34.86,3.23,23.76,31.46,7.7,33.66,2
631,26.13,2.52,13.44,17.0,3.56,40.33,1
632,21.83,2.24,14.61,18.62,4.01,41.23,1
633,16.26,2.18,17.78,24.95,7.17,40.96,1
634,12.98,2.2,17.6,22.81,5.22,38.53,1
635,13.4,2.27,22.76,28.22,5.47,36.23,3
636,13.85,2.1,101.76,138.26,36.49,7.64,3
637,22.13,2.85,110.34,166.8,56.46,2.02,2
638,44.62,2.73,62.68,75.02,12.34,10.67,2
639,40.85,1.85,24.21,26.17,1.95,26.76,1
640,16.22,1.87,24.08,26.67,2.6,29.19,1
641,13.05,1.8,14.06,14.86,0.81,32.69,1
642,9.37,1.79,14.96,16.14,1.19,32.61,1
643,5.02,1.73,19.42,20.48,1.07,31.73,1
644,3.87,1.81,26.16,27.75,1.6,27.18,3
645,16.49,4.24,142.31,274.0,131.69,2.65,2
646,32.4,3.77,24.79,32.09,7.3,32.68,2
647,32.33,3.26,19.53,27.24,7.71,33.41,1
648,24.52,3.3,15.42,19.53,4.11,41.03,1
649,22.51,2.94,19.75,23.75,4.01,38.5,1
650,16.71,2.83,22.75,29.63,6.88,38.22,1
651,8.78,1.88,49.77,61.74,11.97,20.6,2
652,6.34,1.99,52.9,77.05,24.15,25.55,1
653,4.93,1.72,30.45,39.61,9.16,29.34,1
654,3.69,1.58,27.47,38.22,10.75,29.11,1
655,3.41,1.32,23.52,30.98,7.47,28.63,1
656,2.62,1.3,18.66,24.53,5.86,27.57,1
657,2.06,1.34,16.12,20.33,4.21,26.98,1
658,2.46,1.24,16.23,20.49,4.27,25.26,1
659,2.65,1.25,14.63,18.82,4.19,24.36,1
660,1.92,1.43,8.01,9.95,1.94,25.3,1
661,1.68,1.52,9.38,10.96,1.58,25.33,1
662,1.69,1.44,6.63,7.2,0.57,25.68,1
663,1.76,1.26,6.1,6.57,0.48,24.93,1
664,1.8,1.15,10.18,12.94,2.76,23.28,1
665,1.4,1.29,11.24,15.37,4.13,22.04,1
666,1.08,1.43,13.38,18.41,5.03,19.48,1
667,1.18,1.67,19.93,28.76,8.82,17.5,1
668,2.41,2.99,18.84,29.36,10.52,18.05,1
669,3.29,3.03,18.18,25.9,7.72,20.36,1
670,4.22,3.35,19.64,28.45,8.81,22.04,1
671,6.79,3.18,19.66,29.14,9.48,27.62,1
672,6.39,3.29,15.91,21.79,5.88,29.98,1
673,5.6,2.59,17.31,21.17,3.86,29.38,1
674,4.88,2.24,22.74,28.0,5.26,27.47,1
675,4.38,3.03,17.22,22.87,5.65,29.8,1
676,3.48,2.54,23.45,32.13,8.68,26.23,1
677,3.85,2.02,17.52,23.48,5.96,26.09,1
678,5.38,1.68,26.97,31.14,4.16,20.97,1
679,4.05,1.71,20.28,25.44,5.16,20.34,1
680,4.42,1.35,7.09,9.33,2.24,26.89,1
681,4.36,1.28,6.21,6.91,0.69,27.28,1
682,4.05,1.31,8.3,11.23,2.93,19.23,1
683,4.2,1.52,11.5,16.21,4.71,21.37,1
684,4.0,1.49,16.99,23.6,6.61,24.43,1
685,3.67,1.65,16.07,22.41,6.34,25.48,1
686,3.09,1.7,15.94,20.98,5.04,28.49,1
687,3.2,1.67,16.9,21.76,4.86,28.29,1
688,3.92,1.83,20.14,25.44,5.3,24.37,1
689,3.95,2.1,19.25,23.89,4.64,23.83,1
690,3.67,2.27,22.49,29.05,6.56,23.01,1
691,3.76,2.43,16.17,18.8,2.63,26.04,1
692,4.01,1.94,8.03,9.38,1.35,32.12,1
693,4.16,1.73,5.81,6.21,0.4,34.3,1
694,3.53,1.45,12.54,17.14,4.6,34.48,1
695,11.97,2.86,12.74,19.46,6.72,36.47,1
696,18.9,2.78,9.56,13.62,4.07,38.26,1
697,15.34,2.2,12.92,18.42,5.49,44.66,1
698,8.3,2.35,13.34,18.0,4.66,47.27,1
699,15.17,2.99,35.47,43.71,8.24,35.83,1
700,11.99,5.85,26.21,29.64,3.42,38.97,1
701,13.26,4.86,49.89,55.66,5.76,24.77,2
702,13.1,3.54,81.28,103.26,21.98,8.51,2
703,18.59,3.09,97.49,143.99,46.5,1.52,2
704,26.37,2.7,93.72,156.09,62.37,7.81,2
705,25.56,1.84,37.54,43.41,5.87,18.16,1
706,17.94,1.52,30.05,31.33,1.28,20.76,2
707,14.38,1.52,59.63,68.96,9.34,6.21,2
708,15.18,1.51,54.64,63.99,9.35,5.84,2
709,12.54,2.16,84.01,126.59,42.57,2.18,3
710,18.53,3.67,128.58,247.01,118.43,1.43,2
711,46.52,4.96,30.9,43.26,12.36,32.03,2
712,42.4,2.87,15.81,21.32,5.52,44.21,1
713,21.75,4.12,24.32,30.86,6.53,52.96,1
714,20.36,3.14,22.66,28.24,5.58,54.05,2
715,25.25,3.94,42.4,50.52,8.13,23.72,2
716,31.96,4.51,36.84,46.1,9.26,26.63,2
717,25.49,4.5,39.37,49.44,10.07,24.74,2
718,27.5,4.13,42.88,51.3,8.41,22.01,2
719,26.7,2.96,36.56,43.62,7.06,35.03,1
720,23.02,3.82,47.62,56.81,9.19,29.53,2
721,23.4,6.33,95.03,111.23,16.2,7.94,3
722,35.95,7.76,106.74,144.84,38.1,1.38,3
723,45.44,6.79,127.66,214.76,87.09,0.7,3
724,66.81,6.6,135.42,243.96,108.54,0.5,3
725,60.5,2.42,30.98,34.64,3.66,12.07,2
726,44.71,1.88,23.73,24.97,1.24,25.46,2
727,34.4,2.14,29.98,31.13,1.15,19.37,1
728,8.55,3.42,14.27,18.67,4.4,31.63,1
729,6.94,3.57,23.04,32.03,8.99,30.7,1
730,9.61,4.21,16.21,21.67,5.46,35.77,1
731,15.33,2.45,40.4,46.13,5.74,10.85,1
732,12.58,2.2,35.79,44.51,8.72,17.81,2
733,14.5,2.61,71.6,107.7,36.1,0.65,2
734,14.04,2.5,63.12,90.06,26.94,5.04,1
735,13.69,2.11,45.09,55.27,10.18,6.34,2
736,23.1,2.37,59.88,91.86,31.98,0.43,1
737,24.12,2.02,44.63,60.92,16.29,0.9,2
738,34.68,1.79,45.8,68.8,23.0,7.6,2
739,37.03,1.9,35.51,47.95,12.45,13.33,2
740,34.44,2.74,27.67,37.28,9.62,16.18,2
741,30.61,3.37,22.15,31.41,9.25,20.63,2
742,29.33,4.15,20.01,28.14,8.13,25.48,2
743,32.68,3.96,14.14,18.64,4.51,37.11,2
744,31.78,3.74,20.88,29.93,9.05,39.89,2
745,30.36,3.43,16.62,22.01,5.39,42.22,2
746,29.13,3.37,17.97,23.62,5.65,43.63,2
747,25.21,4.45,20.54,25.08,4.54,41.98,3
748,22.97,5.44,102.03,139.12,37.1,2.38,3
749,35.91,8.17,109.83,182.18,72.34,1.03,2
750,37.75,2.54,48.91,61.65,12.74,5.76,2
751,27.12,2.59,70.27,108.52,38.26,2.71,2
752,25.3,3.35,82.33,136.11,53.78,4.88,2
753,31.77,5.33,29.46,38.62,9.16,19.76,2
754,27.42,6.0,26.54,35.31,8.78,24.67,2
755,25.95,6.38,23.66,32.15,8.49,29.86,2
756,31.81,4.59,24.31,31.09,6.78,35.95,2
757,36.15,4.08,25.56,32.39,6.82,37.34,2
758,33.63,3.82,19.98,24.2,4.22,39.5,2
759,31.4,2.95,20.89,26.0,5.11,44.5,2
760,27.44,2.57,18.54,23.56,5.02,51.14,2
761,26.89,2.24,17.82,21.0,3.18,52.92,1
762,22.91,2.3,46.87,57.98,11.11,42.12,3
763,44.06,8.65,139.38,247.18,107.8,1.54,3
764,76.9,7.56,152.04,307.89,155.84,0.52,3
765,86.56,5.12,97.89,181.65,83.76,0.28,1
766,13.35,3.0,25.3,27.17,1.88,32.44,2
767,5.46,1.76,52.98,67.77,14.8,5.09,2
768,4.04,1.93,66.89,95.49,28.61,3.0,2
769,6.66,2.66,92.19,164.74,72.56,1.58,2
770,16.9,4.83,65.47,106.54,41.07,17.77,1
771,19.92,5.32,22.92,29.09,6.17,33.19,1
772,18.38,4.68,19.74,25.17,5.43,35.37,1
773,21.3,4.15,12.75,15.99,3.24,37.36,1
774,14.56,3.21,15.95,20.47,4.51,33.5,1
775,6.13,2.22,15.51,20.92,5.4,37.22,1
776,5.49,1.34,10.67,14.02,3.35,37.55,1
777,5.13,1.14,9.44,13.05,3.61,37.81,1
778,4.83,1.08,6.91,7.49,0.58,38.14,1
779,4.72,0.91,13.46,13.95,0.48,34.82,1
780,4.74,0.97,8.33,8.61,0.28,37.58,1
781,5.25,1.06,8.13,9.01,0.88,37.44,1
782,4.98,0.92,10.57,13.21,2.64,37.49,1
783,4.7,0.89,20.68,29.87,9.18,34.76,1
784,3.98,1.66,19.16,23.9,4.74,33.09,1
785,13.72,1.53,17.71,24.67,6.96,35.67,1
786,14.14,1.56,11.78,15.22,3.44,39.07,1
787,7.95,1.61,10.4,14.29,3.88,42.5,1
788,5.84,1.62,13.09,17.97,4.88,41.39,1
789,4.62,1.28,24.36,33.81,9.45,36.25,1
790,3.3,1.35,19.93,25.32,5.4,38.64,1
791,2.49,1.75,20.33,26.94,6.61,37.13,1
792,1.76,1.66,23.34,30.87,7.54,36.51,1
793,1.59,1.46,17.69,21.63,3.94,37.66,1
794,2.05,2.26,21.29,26.03,4.74,35.93,1
795,1.71,2.74,18.53,22.37,3.84,34.64,1
796,2.31,1.45,16.32,18.94,2.61,35.18,1
797,2.54,1.47,17.53,19.84,2.31,33.61,2
798,1.95,1.34,52.31,59.38,7.07,16.18,1
799,2.6,1.62,48.94,53.75,4.81,15.85,2
800,4.11,1.06,63.88,74.6,10.73,7.48,2
801,3.55,1.19,62.9,74.3,11.41,6.07,2
802,3.54,1.07,62.45,75.61,13.16,3.77,1
803,2.82,1.46,47.09,50.73,3.64,9.83,2
804,2.92,2.18,94.99,146.21,51.22,1.27,2
805,11.87,2.93,98.81,169.19,70.38,3.16,2
806,31.08,3.97,38.09,51.88,13.79,25.45,2
807,29.26,8.77,32.33,45.58,13.25,29.8,1
808,11.9,2.05,15.24,19.4,4.16,42.33,1
809,9.98,2.82,27.62,33.76,6.14,37.47,1
810,10.93,3.64,42.43,51.19,8.76,29.7,1
811,20.62,3.07,33.67,38.6,4.93,29.4,1
812,18.34,4.02,30.06,32.65,2.59,30.86,1
813,17.89,2.66,22.76,25.22,2.45,26.86,1
814,17.89,2.66,22.76,25.22,2.45,26.86,2
815,14.61,2.87,58.24,65.88,7.64,13.53,1
816,19.26,2.78,40.9,42.64,1.74,19.24,2
817,24.04,2.1,62.24,66.29,4.05,8.03,1
818,17.25,1.3,47.09,50.79,3.69,12.69,1
819,21.57,4.42,31.53,42.85,11.31,19.35,2
820,29.83,2.32,13.5,17.52,4.03,35.44,2
821,29.38,1.8,12.36,15.48,3.12,37.61,2
822,33.01,1.59,12.13,15.0,2.87,37.47,2
823,28.95,1.77,18.57,22.0,3.43,34.63,2
824,30.42,1.85,26.9,34.52,7.62,32.29,2
825,30.04,2.29,27.69,32.96,5.27,30.5,1
826,24.6,3.34,29.07,33.72,4.65,27.87,2
827,25.71,2.43,25.02,30.13,5.1,26.1,2
828,31.13,2.09,31.2,36.31,5.1,18.44,1
829,22.78,2.03,44.06,52.22,8.16,12.84,1
830,20.37,1.48,33.22,38.11,4.89,15.98,1
831,8.31,1.27,15.58,21.27,5.69,30.21,1
832,4.26,1.16,21.62,24.18,2.55,20.21,1
833,3.5,1.65,39.28,50.62,11.34,15.46,1
834,2.75,2.61,18.3,24.9,6.6,28.04,1
835,2.94,2.02,14.18,21.0,6.82,32.97,1
836,5.16,1.46,9.18,12.23,3.05,38.93,1
837,10.23,1.89,10.97,14.47,3.5,38.03,1
838,9.23,1.09,8.85,12.14,3.3,43.04,1
839,8.16,1.18,11.74,16.13,4.39,41.61,1
840,9.24,1.05,11.75,15.66,3.91,41.96,1
841,14.6,0.85,13.24,16.46,3.22,42.14,1
842,11.0,1.49,28.65,35.1,6.45,35.3,1
843,7.76,7.62,42.95,45.86,2.91,26.36,1
844,5.58,2.27,21.04,23.79,2.75,29.54,1
845,5.0,1.4,20.68,24.39,3.71,26.53,1
846,6.84,1.01,28.95,31.13,2.18,22.71,1
847,1.01,1.1,9.34,10.99,1.65,32.21,1
848,1.72,0.93,8.83,9.59,0.76,30.13,1
849,3.23,0.91,26.69,29.02,2.33,20.19,1
850,7.11,0.85,32.06,34.56,2.5,13.9,1
851,8.89,0.93,33.39,37.37,3.98,12.92,2
852,11.53,1.2,62.58,84.76,22.18,1.42,2
853,11.87,1.38,58.55,82.55,24.0,2.87,2
854,19.68,3.23,77.87,132.65,54.77,3.59,2
855,34.79,3.96,43.66,66.74,23.08,15.91,2
856,27.96,3.33,17.64,23.38,5.74,24.44,2
857,28.14,2.34,14.63,19.8,5.17,31.08,1
858,19.56,1.88,9.26,11.93,2.67,38.36,1
859,15.56,1.61,9.5,12.29,2.79,42.2,1
860,15.1,1.57,8.31,9.86,1.55,42.29,1
861,14.52,1.66,8.33,11.81,3.48,41.2,1
862,19.78,2.11,23.93,31.0,7.07,20.24,2
863,37.11,1.81,26.31,32.0,5.68,20.16,2
864,45.08,1.86,33.7,43.18,9.48,21.55,2
865,38.98,1.97,26.0,36.11,10.11,27.51,2
866,26.15,1.97,41.05,46.69,5.64,18.33,1
867,20.59,1.79,33.75,38.39,4.64,19.95,1
868,15.24,1.79,14.78,16.85,2.07,28.36,1
869,11.45,1.8,15.48,19.19,3.71,24.02,1
870,8.3,1.72,15.96,18.83,2.87,23.01,1
871,10.54,1.82,25.13,27.96,2.83,20.38,1
872,9.54,1.7,15.69,16.69,1.0,24.96,1
873,11.4,1.62,8.51,9.04,0.53,27.11,1
874,9.77,1.48,8.83,9.68,0.86,25.28,1
875,7.45,1.43,9.71,11.14,1.43,23.07,1
876,5.38,1.45,26.15,29.66,3.5,16.0,1
877,8.51,1.55,30.99,38.33,7.34,12.2,1
878,8.24,1.63,39.01,50.54,11.53,10.45,1
879,6.19,1.55,22.91,30.69,7.78,18.14,1
880,6.3,1.81,13.46,18.27,4.81,24.91,1
881,15.18,2.32,14.96,20.07,5.11,40.64,1
882,19.85,1.83,12.5,15.67,3.17,43.21,1
883,17.52,1.77,19.9,23.7,3.79,39.18,1
884,13.17,1.64,27.61,34.19,6.58,33.34,1
885,14.3,1.61,27.61,30.91,3.3,29.64,1
886,11.6,1.48,44.94,53.5,8.56,20.92,2
887,18.21,1.35,57.8,67.73,9.93,13.17,2
888,19.99,1.59,61.19,76.05,14.85,11.25,1
889,15.28,1.29,31.03,34.97,3.94,22.65,1
890,11.68,1.25,9.4,10.78,1.38,35.99,1
891,9.2,1.18,8.69,9.84,1.15,37.43,1
892,6.66,1.11,5.61,13.78,8.17,38.62,1
893,5.45,1.2,5.46,14.64,9.18,34.94,1
894,4.71,1.1,4.95,11.21,6.26,38.03,1
895,3.5,1.05,11.32,18.69,7.37,32.92,1
896,3.34,1.19,16.2,24.73,8.53,31.52,1
897,2.77,1.4,38.37,48.77,10.4,22.36,1
898,2.97,1.85,21.62,28.48,6.87,33.42,2
899,34.48,10.31,13.61,17.54,3.93,39.63,3
900,50.1,11.52,11.33,17.39,6.06,41.44,2
901,46.9,12.49,14.16,21.84,7.69,38.63,2
902,49.58,9.5,16.45,24.24,7.78,38.5,2
903,41.67,3.31,14.17,22.27,8.1,37.35,2
904,37.62,3.16,11.37,17.69,6.31,39.11,2
905,28.51,3.52,14.76,21.1,6.34,38.65,1
906,20.22,3.46,24.9,35.74,10.85,33.56,1
907,16.52,2.3,24.24,31.76,7.52,29.93,1
908,13.57,2.13,26.32,34.41,8.09,30.95,1
909,12.51,1.8,23.74,30.44,6.7,30.59,1
910,11.37,1.44,25.56,35.62,10.06,30.58,1
911,8.53,1.33,15.65,20.83,5.18,29.76,1
912,6.86,1.27,11.71,16.82,5.11,31.86,1
913,5.82,1.42,9.03,12.84,3.81,32.6,1
914,4.31,1.3,7.6,11.43,3.83,33.56,1
915,3.13,1.27,7.83,11.91,4.07,36.07,1
916,3.01,1.12,8.38,12.35,3.98,33.87,1
917,2.36,1.01,9.44,14.24,4.8,30.87,1
918,1.68,1.04,18.06,23.66,5.6,26.49,1
919,1.22,1.21,15.62,23.22,7.61,30.64,1
920,3.8,1.49,17.23,26.46,9.23,30.88,1
921,9.21,1.58,17.33,26.56,9.22,30.91,2
922,29.89,1.7,15.69,23.67,7.98,33.36,1
923,17.27,2.26,35.85,46.89,11.05,35.55,2
924,15.6,5.76,60.54,68.44,7.9,21.5,2
925,21.85,9.11,81.31,99.04,17.73,8.98,2
926,31.25,7.7,85.54,111.33,25.79,6.85,2
927,39.87,3.91,88.44,123.33,34.89,4.31,3
928,43.9,3.42,102.74,163.8,61.06,2.74,3
929,55.03,2.93,85.96,125.03,39.07,2.67,3
930,59.19,2.83,82.55,129.3,46.75,3.09,3
931,52.13,2.31,44.12,52.12,8.0,9.18,2
932,42.08,1.97,41.02,48.22,7.2,9.32,2
933,37.85,1.86,26.43,31.69,5.26,16.23,2
934,29.03,1.86,24.41,29.29,4.88,18.78,2
935,21.18,1.8,51.3,65.19,13.9,12.41,3
936,21.76,3.96,112.55,206.97,94.42,5.06,2
937,37.11,4.41,51.75,86.79,35.04,20.06,2
938,45.48,3.19,18.05,27.36,9.31,30.55,2
939,39.63,2.85,15.08,22.8,7.72,34.75,2
940,29.74,2.58,12.23,18.73,6.49,38.11,1
941,23.79,2.38,13.24,20.33,7.09,38.16,1
942,21.74,2.32,12.46,18.64,6.18,40.08,1
943,16.78,2.33,15.61,24.91,9.3,39.73,1
944,11.99,2.32,10.94,16.65,5.71,42.75,1
945,8.76,2.12,13.34,19.67,6.33,41.95,1
946,8.47,2.32,17.38,25.98,8.6,41.54,1
947,16.87,3.0,22.79,32.0,9.22,25.88,2
948,33.5,2.65,18.92,27.14,8.22,32.32,3
949,58.7,1.96,21.9,29.31,7.41,41.72,3
950,59.86,1.98,21.4,28.43,7.03,39.2,2
951,43.43,2.52,18.63,26.07,7.44,33.88,2
952,40.64,3.24,37.98,46.8,8.82,24.16,2
953,36.14,3.68,66.1,81.15,15.06,12.52,2
954,35.65,3.42,66.2,82.65,16.45,8.76,2
955,40.67,3.25,29.82,35.87,6.05,22.91,2
956,41.68,3.13,36.48,42.43,5.95,20.25,2
957,35.54,3.18,49.39,59.12,9.73,15.05,2
958,32.25,3.15,71.33,104.93,33.6,11.11,2
959,34.53,2.36,57.94,74.15,16.21,4.03,2
960,32.82,2.54,56.8,68.58,11.77,5.83,2
961,32.0,2.37,50.0,59.93,9.93,4.04,2
962,29.33,2.36,42.46,50.55,8.09,8.49,2
963,22.33,2.3,55.05,70.84,15.78,3.46,2
964,16.37,2.52,72.41,118.52,46.11,2.21,3
965,20.57,3.72,107.54,209.27,101.74,3.79,2
966,38.26,4.43,34.45,52.83,18.38,19.14,2
967,31.12,2.74,19.0,28.27,9.27,35.48,2
968,36.36,2.27,15.9,23.56,7.67,41.22,2
969,40.26,2.26,14.29,20.98,6.69,41.36,2
970,32.02,1.93,16.15,23.71,7.56,37.95,2
971,43.4,2.21,13.28,19.72,6.44,35.74,2
972,39.54,2.02,19.83,28.13,8.3,33.27,2
973,28.5,2.12,18.34,25.36,7.02,31.7,1
974,19.95,2.3,43.22,53.08,9.86,23.01,1
975,13.96,2.27,44.54,52.12,7.58,21.75,1
976,17.08,2.21,46.16,53.64,7.48,15.32,1
977,15.54,2.16,40.14,45.77,5.64,18.43,1
978,16.02,2.4,27.29,32.16,4.87,24.1,1
979,12.73,2.34,29.46,35.35,5.89,23.5,2
980,9.67,2.48,93.15,138.14,44.99,3.58,1
981,14.58,2.22,19.34,23.37,4.03,24.12,2
982,16.96,2.0,52.41,61.61,9.2,7.13,1
983,17.96,1.78,37.53,44.62,7.08,8.67,2
984,14.38,1.9,50.93,67.46,16.53,3.95,2
985,10.49,2.13,62.53,102.46,39.93,2.31,2
986,18.92,2.37,64.58,111.44,46.86,4.22,2
987,26.93,3.46,51.07,80.48,29.41,11.19,2
988,38.06,3.39,20.53,32.39,11.86,23.11,2
989,41.17,3.27,18.38,28.79,10.42,23.98,3
990,51.2,3.64,20.31,31.27,10.96,26.75,3
991,51.66,4.53,9.49,15.17,5.68,41.4,2
992,43.81,3.83,10.18,16.17,5.99,44.37,2
