,S1_PM10,S1_PM25,S1_SO2,S1_NO2,S1_NOX,S1_NO,S2_PM10,S2_PM25,S2_SO2,S2_CO,S2_03,S5_PM10,S5_CO,S7_PM10,S9_PM10,S9_SO2,S9_NO2,S9_NOX,S9_NO,S10_PM10,S10_PM25,S10_CO,S11_PM10,S12_CO,S13_PM10,S13_PM25,S13_SO2,S14_PM10,S14_PM25,S14_SO2,S14_NO2,S14_NOX,S14_NO,S15_PM10,S15_SO2,S15_NO2,S15_NOX,S15_NO,S15_O3,S17_PM10,S17_PM25,S17_SO2,S17_NO2,S17_NOX,S17_NO,S17_O3
6007,36.61,13.63,1.29,8.04,12.36,4.32,25.9,4.75,15.21,780.34,34.03,11.73,361.01,30.11,15.92,5.1,16.08,23.1,7.02,11.05,3.78,820.19,22.22,535.68,14.29,1.98,1.56,10.98,3.83,2.93,15.12,20.57,5.45,16.73,3.36,13.2,16.96,3.76,43.97,9.99,6.83,2.8,5.33,8.73,3.4,60.31
6008,27.06,19.2,1.35,7.3,11.65,4.35,25.8,4.01,15.32,1036.49,23.13,9.68,441.51,25.49,14.85,5.82,23.05,26.83,3.78,7.38,3.19,866.99,15.74,583.78,11.46,2.56,1.67,9.47,3.6,3.02,47.79,67.34,19.54,12.32,3.4,12.14,15.96,3.82,46.71,8.97,6.7,2.91,8.15,11.72,3.57,63.15
6009,31.74,12.25,1.43,8.03,12.44,4.41,25.4,3.79,15.41,1221.96,22.1,7.57,477.67,24.94,23.42,5.09,60.76,72.11,11.35,23.24,2.74,983.71,11.1,599.26,9.44,4.46,1.76,20.05,3.77,3.03,47.58,59.66,12.08,9.48,3.32,18.73,23.4,4.68,43.21,8.76,6.33,2.8,20.48,27.28,6.8,57.54
6010,23.11,9.65,1.57,15.41,22.25,6.84,23.0,9.28,15.41,1204.6,26.48,22.53,513.38,25.34,24.26,5.09,67.99,85.64,17.65,37.37,2.01,1014.71,8.85,608.44,8.57,3.87,1.84,25.1,4.43,3.05,37.92,49.92,12.0,6.87,3.41,19.72,26.39,6.67,47.92,11.18,6.06,2.99,29.54,39.39,9.85,56.29
6011,24.18,9.3,1.78,29.31,34.68,5.37,32.6,7.14,15.44,1068.54,34.47,31.64,504.08,27.36,24.14,5.12,46.53,62.53,16.0,24.65,3.18,965.04,6.61,572.19,11.61,7.13,1.96,33.52,4.69,2.94,40.05,52.32,12.27,6.17,3.44,13.92,19.75,5.84,54.8,17.8,6.13,3.19,25.75,35.16,9.41,61.25
6012,34.76,9.25,1.83,26.57,32.88,6.31,30.3,8.59,15.41,969.01,42.37,29.11,427.81,30.59,25.79,4.77,32.68,45.54,12.86,23.39,3.7,1065.76,9.71,558.03,14.85,9.36,2.05,40.62,4.27,3.0,21.41,29.54,8.13,10.14,3.55,14.94,21.45,6.51,65.74,26.13,6.42,3.11,25.93,35.41,9.48,65.53
6013,34.51,23.5,1.78,24.16,31.27,7.11,32.1,6.75,15.76,942.65,46.12,28.5,486.81,28.31,21.18,4.55,29.83,40.02,10.19,15.12,3.16,896.25,8.48,549.27,9.56,8.91,4.74,39.64,3.97,3.18,27.75,39.1,11.35,14.99,3.56,14.67,20.0,5.33,75.62,33.03,6.35,3.22,22.33,30.46,8.13,72.0
6014,24.54,21.22,2.11,17.56,24.79,7.23,29.3,4.91,16.15,914.8,51.43,28.84,408.97,23.29,21.52,4.38,26.13,35.29,9.16,14.4,3.53,906.39,14.45,556.19,6.37,4.99,4.92,38.91,4.51,3.17,21.49,29.96,8.47,15.25,3.69,22.04,28.66,6.62,67.58,34.93,6.39,3.18,19.46,26.5,7.04,72.87
6015,26.82,22.99,2.25,15.8,22.38,6.58,28.2,4.93,16.28,903.19,42.47,26.86,481.58,16.94,26.64,4.32,25.8,34.44,8.64,9.71,2.85,925.42,14.35,554.56,4.62,3.23,2.34,47.96,4.06,3.32,23.51,30.75,7.24,17.18,3.55,20.76,29.77,9.01,62.04,31.3,6.73,3.2,15.14,21.49,6.35,77.19
6016,19.49,13.66,2.27,13.13,18.48,5.35,28.8,4.76,16.55,1024.18,26.49,21.43,507.49,16.01,23.67,4.05,27.35,34.67,7.32,7.51,4.07,952.73,11.15,586.2,3.38,2.44,2.28,33.93,3.74,3.26,51.88,70.16,18.28,15.58,3.61,14.61,21.35,6.74,72.03,27.73,7.11,3.09,22.78,28.17,5.39,67.65
6017,25.31,11.28,3.48,13.22,19.61,6.39,28.4,7.18,16.26,1126.55,27.72,15.37,573.31,26.67,19.78,3.67,72.3,82.3,10.0,4.67,3.9,999.21,14.9,676.43,4.12,1.74,2.24,26.4,3.52,3.34,63.3,78.62,15.33,11.47,3.6,14.68,21.17,6.49,78.15,27.84,6.89,3.08,51.94,60.74,8.8,92.91
6019,46.74,8.2,2.06,43.39,52.4,9.01,25.8,5.71,16.56,1288.77,21.28,37.45,563.24,23.23,21.43,4.17,76.0,90.44,14.44,4.07,2.55,1086.95,26.74,767.55,5.45,4.01,2.11,69.3,4.66,2.85,24.87,33.83,8.95,8.9,3.68,21.01,27.49,6.48,71.59,21.42,6.76,2.92,26.71,34.22,7.51,58.34
6020,33.27,21.87,2.77,23.14,30.61,7.47,35.6,14.25,16.17,1501.71,8.41,31.1,553.83,21.15,16.25,4.26,94.95,109.3,14.35,2.96,6.23,1140.1,22.55,1021.86,5.12,3.51,2.13,42.96,7.5,2.9,41.55,52.27,10.72,7.29,3.69,25.99,31.74,5.75,64.85,23.32,7.51,2.84,37.26,44.91,7.65,35.33
6021,34.67,32.18,2.61,21.99,27.94,5.95,37.0,11.67,16.14,1706.87,4.89,21.84,835.71,23.48,13.67,4.06,149.71,178.56,28.85,13.76,6.25,1169.1,18.03,1604.82,29.51,5.56,2.06,30.71,7.03,3.02,59.02,66.4,7.38,6.67,3.74,32.02,37.21,5.19,56.07,23.5,7.97,3.04,48.95,55.58,6.63,19.33
6022,34.54,19.85,2.18,37.95,43.94,5.99,38.8,11.6,15.81,1715.3,5.42,21.14,936.33,24.28,14.36,4.41,201.23,303.17,101.94,11.37,5.4,1249.44,37.56,1512.8,15.45,4.85,2.15,21.5,5.82,3.2,69.48,90.4,20.91,6.89,3.76,33.53,41.48,7.95,49.59,17.95,7.08,3.0,44.71,51.26,6.55,19.79
6023,38.42,14.73,2.51,84.32,103.18,18.86,50.2,14.14,15.98,1904.0,5.51,16.9,1222.71,25.94,16.64,4.63,190.46,310.48,120.02,20.62,4.81,1298.75,38.15,1363.74,11.09,4.94,2.39,15.13,5.0,3.15,58.38,69.92,11.55,10.3,3.94,80.68,113.53,32.86,15.83,16.98,6.46,3.02,45.53,52.18,6.65,20.7
6024,54.84,11.89,2.4,66.18,75.82,9.64,43.7,18.98,15.47,1544.36,10.88,18.34,1472.74,26.29,23.79,4.51,173.85,256.54,82.69,19.1,11.31,1267.53,67.87,1190.3,28.78,10.03,2.52,11.84,4.68,3.1,69.79,91.12,21.33,22.41,4.04,89.06,146.2,57.14,10.27,20.0,6.36,3.19,22.13,26.32,4.19,45.27
6025,36.96,8.4,3.64,102.12,136.61,34.49,43.8,14.62,15.22,1578.81,6.26,26.15,1178.76,22.95,21.63,4.34,170.97,260.53,89.56,15.19,9.77,1322.92,74.65,823.77,20.39,7.1,2.77,11.42,4.65,3.07,64.23,79.89,15.66,26.87,3.7,50.68,73.38,22.7,24.32,21.68,6.53,3.44,33.97,41.53,7.56,35.58
6026,57.79,29.14,3.86,70.97,84.47,13.5,35.9,11.09,15.26,1318.4,15.32,27.49,565.59,30.79,27.04,4.28,129.78,165.3,35.52,14.23,7.22,1348.5,93.37,666.14,25.48,16.11,2.67,13.15,4.88,2.69,33.94,40.77,6.83,24.48,3.59,15.74,19.78,4.03,40.75,20.3,6.29,3.62,22.99,27.37,4.38,47.26
6027,62.05,34.13,3.74,56.04,64.96,8.92,46.1,9.71,15.23,1044.95,27.75,21.52,418.05,29.23,30.08,4.2,107.1,128.51,21.41,14.89,6.42,1174.11,83.8,639.63,35.38,23.65,2.41,12.09,4.81,2.76,26.43,32.76,6.33,25.18,3.5,15.41,19.24,3.83,43.09,16.16,6.06,3.44,15.72,19.75,4.03,50.44
6028,46.49,35.71,4.23,46.46,53.16,6.7,44.2,12.01,14.88,905.46,32.49,20.29,471.87,35.75,25.25,4.0,50.21,54.8,4.59,11.38,5.38,1022.04,80.67,616.37,22.18,14.28,2.29,17.63,5.31,2.68,25.99,32.51,6.52,21.72,3.63,15.41,19.2,3.79,48.27,15.96,5.94,3.38,9.56,13.15,3.59,54.37
6029,39.51,26.28,3.73,35.04,40.49,5.45,37.3,10.23,14.71,853.06,30.64,23.08,317.77,32.35,27.98,5.04,30.53,37.45,6.92,9.98,3.74,938.66,57.06,592.55,14.69,12.44,1.89,13.97,5.1,2.63,24.7,30.8,6.1,17.79,3.68,14.54,18.21,3.67,49.13,16.44,5.8,3.32,7.43,10.91,3.48,53.78
6030,37.35,20.55,3.21,29.76,34.82,5.06,30.8,18.84,14.48,791.94,30.55,25.39,427.46,30.3,25.19,5.17,23.68,30.91,7.23,20.58,2.45,941.58,35.22,587.56,21.02,10.27,1.94,10.43,4.59,2.65,18.44,24.42,5.98,18.47,3.69,14.24,18.73,4.49,49.91,13.44,5.82,3.04,5.87,9.34,3.47,55.77
6031,26.68,14.91,3.13,25.26,30.26,5.0,32.8,15.22,14.57,760.25,28.85,21.15,357.95,29.41,21.43,5.07,24.8,31.95,7.15,14.24,3.06,939.37,33.44,575.12,15.77,5.72,1.79,8.91,4.99,2.67,27.29,37.28,9.99,19.89,3.67,14.6,18.45,3.86,47.93,12.62,6.23,2.98,6.31,9.69,3.38,52.42
6032,28.62,15.95,4.32,25.08,30.22,5.14,28.7,12.41,14.46,819.47,23.26,15.45,440.49,27.08,20.14,5.0,33.54,41.04,7.5,10.45,4.25,984.05,27.53,584.91,18.7,3.97,1.89,13.86,4.75,2.77,46.02,68.78,22.76,14.92,3.72,15.71,19.64,3.92,45.09,12.99,6.48,3.14,9.96,13.55,3.59,49.38
6033,44.42,20.74,3.03,24.64,29.83,5.19,38.5,13.16,14.58,979.06,20.86,18.8,424.84,25.83,21.49,5.13,60.15,73.67,13.52,28.14,4.87,1076.21,49.66,624.77,20.43,4.36,1.84,10.76,4.28,2.82,57.9,87.0,29.1,14.52,3.57,19.76,25.18,5.42,44.22,11.9,6.72,2.94,19.77,26.01,6.24,47.6
6034,29.15,14.6,2.64,38.88,48.74,9.86,39.0,11.67,14.51,941.05,28.55,28.66,489.54,32.53,25.74,5.22,54.49,72.13,17.64,36.5,3.94,1088.42,35.99,622.61,13.74,4.79,1.85,24.0,5.0,2.7,36.78,52.79,16.01,18.08,3.78,18.05,26.49,8.44,51.28,11.31,7.04,2.95,28.78,39.02,10.24,43.76
6035,33.38,25.92,2.76,65.08,94.57,29.49,49.5,8.35,15.03,905.46,32.8,24.38,411.87,25.65,26.77,5.45,56.56,77.33,20.77,37.55,3.11,988.75,25.19,597.38,18.28,11.51,1.88,66.52,9.85,2.7,45.21,64.76,19.55,15.43,3.76,18.14,25.71,7.58,57.0,20.43,7.1,2.9,32.2,44.59,12.39,44.07
6036,50.5,35.56,3.17,65.71,95.49,29.78,35.7,6.83,15.06,855.88,39.85,29.94,463.05,24.22,26.2,5.37,44.06,60.41,16.35,27.7,2.79,928.85,18.15,593.72,17.47,11.07,1.89,75.22,8.35,2.69,45.99,62.36,16.36,18.15,3.94,15.23,21.74,6.51,64.59,33.32,7.37,2.97,29.22,41.44,12.22,50.74
6037,32.25,29.14,3.25,55.89,77.1,21.21,39.6,6.16,15.31,828.06,46.54,27.04,337.07,21.97,30.42,5.59,32.6,45.99,13.39,16.07,3.86,931.2,19.83,593.57,11.53,6.34,1.92,65.06,12.17,2.64,29.36,38.4,9.05,16.63,4.14,10.03,16.15,6.12,79.61,33.14,8.32,2.89,25.07,35.21,10.14,62.98
6038,51.13,38.6,3.02,43.44,58.86,15.42,32.0,4.68,15.43,815.96,58.15,27.2,432.37,27.23,30.51,5.55,27.05,38.08,11.03,9.92,3.88,954.99,21.47,581.19,9.09,3.83,2.09,50.93,10.09,2.63,30.46,41.96,11.5,15.89,4.21,9.2,14.03,4.83,89.54,38.42,12.08,3.0,19.83,27.23,7.4,70.21
6039,47.37,25.17,2.67,20.74,28.09,7.35,33.8,3.78,15.64,820.9,57.54,27.87,335.54,41.15,31.09,5.64,22.86,32.56,9.7,6.16,4.29,928.38,26.23,582.64,8.34,3.68,2.09,41.94,8.08,2.76,33.27,45.25,11.98,17.41,4.13,9.65,14.5,4.85,89.64,51.22,14.57,3.02,18.61,25.89,7.28,75.13
6040,45.26,17.05,2.84,19.09,25.85,6.76,33.3,4.99,15.61,859.0,51.31,27.07,429.32,31.89,29.92,5.65,28.23,38.04,9.81,3.9,3.71,937.27,26.58,583.7,6.51,2.82,2.2,39.84,7.4,2.82,36.03,48.77,12.74,13.18,4.14,10.22,15.23,5.0,88.96,55.69,12.34,2.95,28.54,36.76,8.22,78.81
6041,33.4,10.72,2.68,17.43,23.51,6.08,31.2,5.17,15.57,929.99,51.81,26.49,402.07,34.56,26.76,5.59,23.58,32.48,8.9,2.71,3.1,926.95,19.46,596.02,6.46,1.99,2.22,29.19,8.78,2.92,29.2,39.54,10.34,9.62,4.37,12.04,17.18,5.14,88.88,55.36,10.98,3.16,21.44,27.79,6.35,88.44
6042,42.25,8.74,2.97,17.69,23.3,5.61,29.7,4.65,15.36,961.58,46.6,30.79,508.44,39.23,27.05,5.62,41.81,51.57,9.76,2.4,3.83,948.42,23.17,615.24,4.56,1.95,2.19,25.99,7.19,2.9,27.79,37.56,9.78,11.12,3.8,15.27,21.12,5.85,89.49,51.76,9.75,2.94,22.45,28.08,5.63,91.91
6043,33.67,13.8,3.05,18.49,24.41,5.92,25.3,9.6,15.4,925.93,40.94,24.87,461.38,28.8,26.0,5.53,34.38,42.83,8.45,9.14,4.79,1024.87,34.35,683.39,3.34,2.77,2.19,18.32,5.98,2.84,34.11,44.34,10.23,18.86,4.2,12.71,17.31,4.6,94.14,59.76,8.54,3.2,41.88,49.01,7.13,80.96
6044,39.3,9.94,3.07,22.07,28.14,6.07,31.7,8.35,15.26,853.42,28.68,20.17,597.53,26.46,21.36,5.85,56.53,67.46,10.93,19.0,3.99,999.75,25.37,754.54,5.94,3.38,2.19,13.63,5.13,2.86,31.59,38.17,6.58,18.88,4.17,22.5,26.88,4.38,89.97,65.96,7.68,3.26,45.7,51.36,5.66,68.28
6045,31.8,7.29,2.68,23.24,28.77,5.53,31.3,6.54,15.76,1006.74,15.29,22.9,611.53,30.05,24.34,5.81,110.91,129.33,18.42,26.61,2.82,1081.56,24.54,924.7,16.68,7.23,2.25,10.23,4.49,3.06,19.75,25.54,5.78,21.51,4.29,62.32,68.39,6.07,53.29,56.13,7.0,3.33,46.24,52.38,6.14,43.1
6046,27.83,7.69,2.8,45.0,50.87,5.87,22.7,15.65,16.07,1025.24,18.61,24.81,655.42,27.49,19.54,5.74,134.23,158.82,24.59,18.84,3.83,1092.67,24.37,765.85,35.66,5.49,2.24,7.16,4.05,3.0,27.11,32.28,5.16,23.29,4.27,38.93,43.88,4.96,63.18,48.0,6.56,3.23,22.29,26.31,4.02,52.95
6047,40.61,9.55,3.03,34.27,40.11,5.84,28.6,17.53,15.87,1025.3,18.78,19.5,496.89,32.06,18.68,5.52,90.52,102.34,11.82,16.45,4.52,1021.09,18.33,649.16,22.8,4.19,2.28,5.01,3.73,2.88,20.42,26.56,6.14,21.31,4.21,27.39,31.27,3.88,59.61,39.39,6.09,3.42,12.13,15.88,3.75,60.68
6048,52.2,9.0,3.7,44.02,49.87,5.85,24.9,13.0,15.62,933.86,21.91,17.79,479.14,30.06,22.08,5.56,61.29,70.7,9.41,16.38,4.41,965.84,21.12,633.2,16.39,2.85,2.25,3.57,3.51,3.11,21.55,26.7,5.15,21.99,4.34,22.24,26.19,3.95,68.4,35.42,5.97,3.36,22.67,27.62,4.95,46.87
6049,45.28,12.44,3.54,39.39,44.87,5.48,35.5,14.51,15.18,853.52,23.18,14.3,490.72,26.51,15.61,5.45,66.15,75.67,9.52,11.66,3.78,1013.47,23.64,659.0,11.25,2.98,2.14,3.36,3.36,3.23,17.75,22.54,4.8,22.21,4.61,19.9,23.8,3.9,64.88,27.21,5.96,3.21,29.03,33.81,4.78,38.88
6050,42.35,16.08,3.48,34.14,39.17,5.03,32.2,11.12,15.15,799.11,24.33,17.8,426.1,19.17,13.64,5.53,57.82,64.21,6.39,7.15,3.48,1058.42,17.27,625.75,11.16,2.82,2.14,3.76,3.3,3.34,14.44,19.27,4.83,20.05,4.54,15.26,18.95,3.69,65.13,23.67,5.67,3.31,12.42,16.0,3.58,51.1
6051,54.47,22.76,3.36,22.83,27.49,4.66,29.9,9.92,14.95,786.04,26.03,15.61,338.73,13.43,17.33,4.94,42.32,47.94,5.62,4.91,3.36,928.16,18.4,609.34,6.89,2.63,2.11,6.75,3.72,3.46,14.72,19.44,4.72,18.1,4.69,15.88,19.44,3.56,67.62,21.78,5.47,3.18,8.47,12.11,3.64,52.38
6186,27.94,18.01,4.04,21.82,28.31,6.49,47.3,17.78,15.53,1418.56,34.05,26.92,576.54,24.19,22.38,5.01,68.43,78.77,10.34,4.31,3.45,778.52,41.22,731.33,11.29,1.53,2.98,28.43,8.91,3.8,29.5,41.9,12.4,10.47,5.92,20.91,28.49,7.58,100.43,68.48,7.51,4.19,46.08,58.99,12.91,77.34
6252,49.91,26.92,2.89,31.24,40.53,9.29,40.1,2.7,14.94,1577.72,31.56,42.84,452.43,21.39,23.37,5.08,28.75,44.32,15.57,33.78,3.66,743.1,3.02,581.47,19.66,7.7,2.2,69.29,4.58,3.19,22.38,33.74,11.37,17.41,3.05,15.71,22.54,6.83,49.49,21.29,5.03,3.24,24.29,37.4,13.11,58.66
6253,35.15,32.98,2.85,22.14,31.92,9.78,40.2,3.13,15.16,1458.17,39.74,40.68,482.22,25.03,17.32,5.17,24.24,38.35,14.11,20.65,4.92,747.99,3.01,549.99,11.04,5.7,2.23,57.46,5.26,3.26,20.98,29.94,8.96,16.22,3.14,17.51,24.88,7.38,55.17,22.5,5.03,3.5,25.46,37.92,12.46,61.7
6254,48.15,35.85,2.67,14.44,20.83,6.39,34.1,3.85,15.35,1360.73,44.44,33.78,452.42,23.0,15.07,5.33,23.5,36.47,12.97,12.02,4.67,749.63,3.22,529.55,7.5,7.26,2.27,52.12,4.89,3.31,27.15,38.68,11.54,14.58,3.24,17.05,24.32,7.28,71.82,27.04,5.03,3.44,22.11,31.93,9.82,68.72
6255,41.01,21.6,3.07,14.46,21.51,7.05,33.2,3.12,15.26,1328.92,44.4,25.32,429.2,22.2,15.38,5.43,20.8,33.05,12.25,6.68,4.32,707.19,3.69,564.26,5.33,5.1,2.2,46.92,5.3,3.09,25.81,36.97,11.16,16.55,3.51,19.4,27.33,7.93,87.18,30.28,5.03,3.5,20.86,31.01,10.15,69.72
6256,34.44,13.55,5.69,16.92,24.63,7.71,34.2,2.52,15.5,1376.74,41.27,22.87,453.26,18.49,19.25,5.16,26.68,38.45,11.77,5.06,3.17,710.73,4.14,585.38,6.02,4.09,2.17,33.45,4.91,3.12,33.4,46.19,12.79,16.61,3.46,18.13,24.56,6.43,85.96,6.71,5.0,3.41,21.9,32.5,10.6,68.64
6257,33.19,11.39,2.98,12.57,18.24,5.67,27.8,2.31,15.5,1362.14,34.91,18.02,528.76,19.3,20.52,5.07,32.16,44.28,12.12,4.84,2.45,728.85,4.31,599.91,5.64,2.29,2.08,24.7,5.19,3.08,27.74,37.94,10.2,16.52,3.56,15.62,22.89,7.27,101.22,38.32,6.44,3.8,28.28,40.49,12.21,65.88
6258,22.66,10.13,2.85,13.84,20.0,6.16,28.9,4.94,15.45,1346.75,36.11,15.0,542.68,17.39,22.67,5.17,38.72,51.59,12.87,3.79,3.59,739.22,4.49,592.16,5.06,1.25,2.03,17.57,5.59,3.01,23.84,31.93,8.09,16.74,3.46,20.5,26.82,6.32,115.42,35.3,6.18,3.86,28.29,39.97,11.68,64.8
6259,18.53,7.6,2.81,15.08,21.4,6.32,31.0,7.68,16.08,1400.67,25.6,13.44,607.65,13.04,16.28,5.23,75.84,94.28,18.44,3.99,3.94,779.67,4.92,638.6,5.22,1.96,2.02,12.89,5.34,3.14,44.1,54.15,10.05,14.14,3.27,20.94,26.42,5.48,116.3,26.76,6.27,3.55,38.63,51.26,12.63,58.42
6260,25.19,6.18,3.0,16.66,22.57,5.91,29.2,5.59,16.08,1727.48,12.9,10.05,653.96,13.36,11.56,5.1,105.5,122.71,17.21,9.84,4.03,822.85,4.91,1033.21,4.31,2.16,2.07,9.57,5.55,2.98,62.54,70.6,8.05,10.23,3.39,35.68,41.16,5.49,87.14,21.12,6.49,3.58,56.94,68.76,11.82,45.08
6261,30.24,7.82,3.24,21.99,27.93,5.94,22.2,6.71,16.05,1719.65,9.0,16.07,735.45,16.75,11.76,5.11,92.71,105.17,12.46,12.69,4.35,951.99,4.52,1075.88,4.64,2.53,2.21,6.71,4.8,3.31,138.61,150.08,11.48,10.8,3.71,57.6,64.76,7.16,44.78,20.1,6.1,3.77,75.95,86.67,10.72,23.89
6262,37.66,6.18,2.98,49.92,56.46,6.54,21.3,6.16,15.5,1517.86,20.98,14.64,824.93,17.38,17.81,5.32,148.1,165.59,17.49,13.23,4.27,931.16,4.07,799.18,19.18,4.13,2.19,4.69,4.26,3.4,87.8,98.22,10.42,14.19,3.69,81.7,99.85,18.16,15.14,22.52,5.77,3.84,50.45,56.27,5.82,37.7
6263,63.87,7.37,3.66,108.44,126.52,18.08,20.6,5.64,15.64,1466.12,23.37,19.28,724.71,19.17,14.48,5.37,171.87,216.46,44.59,17.62,3.1,884.01,3.75,715.96,10.45,3.13,2.27,6.29,3.88,3.41,62.55,76.92,14.37,12.96,3.19,48.5,54.3,5.8,44.98,19.11,5.54,3.45,30.79,35.85,5.06,46.4
6264,86.33,8.54,3.68,117.14,137.19,20.05,30.7,4.55,15.29,1371.34,26.57,19.0,565.24,25.16,18.59,5.4,135.69,155.93,20.24,20.84,3.18,770.35,3.84,671.84,6.81,1.78,2.26,5.91,4.09,3.3,34.52,39.17,4.65,17.88,3.52,58.37,69.78,11.41,29.26,21.55,5.38,3.57,24.95,30.06,5.11,52.5
6265,80.55,38.87,3.63,86.42,98.93,12.51,26.8,4.03,14.93,1304.6,29.7,14.92,478.76,23.44,22.01,5.26,116.42,130.45,14.03,15.79,3.08,757.21,4.03,637.6,9.22,5.92,2.18,17.89,4.06,3.4,20.53,24.43,3.9,18.6,3.38,59.69,72.73,13.04,23.05,18.79,5.26,3.56,12.26,17.1,4.84,60.52
6266,73.61,22.16,4.11,88.19,107.56,19.37,25.9,5.12,15.14,1277.7,34.38,15.39,474.95,20.94,23.7,5.13,87.07,93.92,6.85,11.28,2.36,779.68,3.9,605.85,16.4,9.88,2.3,17.15,4.49,3.39,30.03,37.04,7.02,20.42,3.28,29.77,33.81,4.04,45.72,15.21,5.81,3.41,9.42,14.25,4.83,62.25
6267,77.68,16.25,3.61,43.83,49.81,5.98,24.6,10.05,14.91,1222.76,38.38,13.73,501.15,16.04,27.49,5.03,48.27,55.66,7.39,7.78,2.1,820.13,3.79,574.23,11.09,6.75,2.19,12.16,4.44,3.49,43.39,51.46,8.07,26.18,3.19,23.38,27.35,3.96,49.76,15.7,6.4,3.37,7.65,12.45,4.8,61.8
6268,58.02,25.32,3.59,27.31,32.74,5.43,18.3,8.25,14.83,1186.05,39.08,11.91,395.39,11.81,22.27,5.14,27.24,30.82,3.58,5.32,2.15,759.91,3.55,618.3,7.85,5.19,2.22,9.55,4.42,3.3,12.06,16.0,3.94,23.67,3.38,14.68,18.59,3.91,53.55,19.48,6.75,3.15,6.52,11.27,4.75,61.82
6269,43.92,15.65,3.42,18.41,22.59,4.18,22.5,7.24,14.5,1170.16,39.9,12.0,492.11,9.1,19.42,4.76,15.24,19.48,4.24,7.18,2.68,741.8,3.39,582.56,7.55,3.23,2.15,6.99,4.66,3.24,22.68,27.18,4.51,17.39,3.15,14.88,18.85,3.97,52.84,16.53,6.29,3.27,6.47,11.21,4.74,63.06
6270,40.06,13.87,3.54,14.05,18.2,4.15,16.3,6.56,14.71,1152.2,40.22,9.76,422.5,8.03,14.21,4.58,13.4,17.64,4.24,6.76,3.3,735.71,3.43,570.66,3.84,3.56,2.13,4.9,4.17,3.44,23.54,29.62,6.08,13.69,3.25,19.6,23.59,3.99,45.57,13.58,5.9,3.33,5.65,10.28,4.63,65.73
6271,26.3,11.5,3.47,14.74,18.85,4.11,14.7,5.23,14.54,1188.28,34.18,7.76,479.23,7.84,12.56,4.53,13.74,16.97,3.23,5.94,3.88,746.01,3.85,562.77,4.72,3.13,2.03,7.43,3.82,3.28,27.21,39.29,12.07,10.47,2.99,15.71,21.06,5.35,47.85,13.31,5.63,3.21,6.28,11.1,4.82,65.26
6272,27.16,7.25,3.83,22.92,27.18,4.26,21.6,5.57,14.85,1389.41,22.21,9.37,449.62,11.74,11.07,4.33,22.63,27.84,5.21,4.92,3.71,812.55,4.07,575.13,8.53,3.39,2.1,7.35,4.43,3.27,56.59,73.38,16.8,7.41,3.05,23.78,28.07,4.3,42.54,11.01,5.44,3.13,13.77,19.17,5.4,60.11
6273,23.53,5.18,3.69,22.14,26.36,4.22,19.1,5.5,14.95,1581.17,23.1,12.97,642.98,17.37,8.25,4.63,59.31,71.56,12.25,14.59,4.94,953.04,3.76,606.54,6.78,4.86,2.03,6.79,4.01,3.44,95.78,134.88,39.1,5.34,3.2,33.55,40.9,7.34,37.91,14.45,6.06,3.33,55.42,73.69,18.27,32.72
6274,32.48,6.79,3.21,42.97,53.21,10.24,24.7,5.99,15.4,1757.11,23.29,20.08,573.41,22.62,9.17,4.66,69.01,89.77,20.76,38.67,4.99,919.61,3.53,646.32,5.12,3.17,2.17,26.65,4.32,3.86,83.32,118.99,35.67,4.15,3.6,28.73,38.28,9.55,47.72,25.91,5.91,3.33,45.6,64.13,18.53,44.73
6275,26.82,7.81,3.77,68.1,92.52,24.42,27.5,5.96,15.04,1676.36,30.27,27.16,519.1,20.69,13.23,4.78,57.14,76.89,19.75,63.22,5.13,777.4,4.96,622.94,5.56,4.49,2.36,91.95,5.01,4.34,84.75,117.53,32.78,7.16,3.91,26.26,36.31,10.05,59.19,25.36,6.37,3.36,28.04,40.37,12.33,59.97
6276,45.04,15.09,4.15,78.78,111.36,32.58,37.1,4.42,15.08,1546.47,38.47,32.92,535.55,21.41,14.61,4.99,52.78,70.36,17.58,42.64,5.39,788.27,6.41,606.45,13.57,6.53,2.33,96.16,5.2,3.7,50.49,70.89,20.4,9.69,3.48,20.08,28.45,8.37,72.03,24.26,6.03,3.49,25.07,36.83,11.76,62.96
6277,39.74,38.02,3.8,58.4,78.61,20.21,41.5,4.32,15.2,1459.23,41.16,33.96,410.1,22.25,17.18,4.99,33.42,45.96,12.54,26.41,5.05,810.63,5.39,548.12,8.99,7.96,2.48,90.37,4.76,3.46,31.75,46.25,14.5,8.14,3.67,21.67,31.32,9.65,79.3,30.22,5.72,3.64,26.26,38.7,12.44,66.33
6278,41.9,32.33,3.42,31.89,44.58,12.69,42.1,4.86,15.26,1450.96,41.88,26.14,501.32,24.85,17.33,5.0,19.73,29.93,10.2,15.53,3.34,780.49,4.67,538.27,9.53,6.55,2.44,60.52,5.08,3.4,27.4,38.08,10.68,5.78,3.64,17.38,24.18,6.81,93.19,30.54,6.18,3.38,17.38,26.5,9.12,70.4
